product_name,category,deskripsi,indikasi_umum,dosis,aturan_pakai
Janumet XR 100mg/1000 mg 28 Tablet,Diabetes," JANUMET XR merupakan tablet lepas lambat terapi diet dan olahraga untuk memperbaiki kontrol glukosa darah tinggi pada pasien Diabetes Melitus tipe 2. Obat ini mengandung Sitagliptin dan Metformin. Sitagliptin bekerja dengan cara menaikkan incretin tubuh, incretin membantu mengontrol glukosa darah dengan meningkatkan pelepasan insulin setelah makan dan menurunkan jumlah glukosa yang diproduksi dalam hati. Metformin bekerja dengan membantu tubuh memproduksi insulin secara natural dan menurunkan glukosa dalam hati yang diserap usus. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," Sebagai terapi tambahan terhadap diet & olahraga untuk memperbaiki kontrol glukosa darah pada pasien Diabetes Melitus tipe 2 yang tidak dapat dikendalikan secara adekuat dengan metformin atau sitagliptin saja, atau pasien yang telah mendapat terapi kombinasi sitagliptin & metformin. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Dosis bersifat individual, tidak boleh melebihi dosis maksimal 
sitagliptin 100 mg & metformin 2 g. Umumnya diberikan 2 x perhari.Pasien dengan glukosa darah tidak dapat dikendalikan secara adekuat dengan metformin saja:Dosis awal lazim: Sitagliptin 50 mg 2 x perhari, plus dosis metformin yang telah digunakan.Pasien dengan glukosa darah tidak dapat dikendalikan secara adekuat dengan sitagliptin saja:Dosis awal lazim: Sitagliptin 50 mg/metformin HCl 500 mg 2 x perhari.Dosis dapat dititrasi hingga dosis sitagliptin 50 mg/metformin HCl 1000 mg 2 x perhari.Penggantian dari pemberian Sitagliptin & Metformin secara bersama, 
dapat dimulai dengan dosis sitagliptin & metformin yang sudah 
digunakan sebelumnya.
 ", Sebaiknya diberikan bersama makanan. 
Januvia 100 mg 2 Strip (14 Tablet/Strip) - Obat Rutin,Diabetes, JANUVIA 100 MG di gunakan sebagai anti diabetes untuk memperbaiki kontrol gula darah pada pasien diabetes melitus tipe 2. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. ," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Tambahan terhadap diet dan olahraga untuk memperbaiki kontrol Glikemik pada Diabetes Melitus tipe-2. Terapi kombinasi dengan Metformin atau Tiazolidinedion pada Diabetes Melitus tipe-2 yang tidak dapat dikontrol secara adekuat dengan monoterapi saja, diet. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
1 x sehari 1 tablet. Insufisiensi ginjal derajat sedang (CrCl/bersihan Kreatinin minimum 30 mL/mnt hingga maximum 50 mL/mnt) : 1 x sehari 0.5 tablet. Penurunan fungsi ginjal berat 25 mg sekali sehari. ", Sebelum/sesudah makan 
Lapigim 2/500 mg 10 Kaplet,Diabetes," LAPIGIM KAPLET merupakan obat anti diabetes kombinasi yang terdiri dari Metformin (antidiabetes oral golongan biguanid) dan Glimepiride (antidiabetes oral golongan sulfonilurea). Obat ini digunakan untuk pengobatan diabetes mellitus tipe 2. Lapigim digunakan dengan diet dan olahraga, untuk mengobati DM Tipe 2 ketika penggunaan glimepiride atau metformin saja tidak menghasilkan kontrol glikemik yang adekuat. Obat ini juga digunakan sebagai pengganti terapi kombinasi glimepiride dan metformin. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Terapi tambahan untuk diet dan olahraga pada pasien Diabetes Melitus Tipe 2 atau NIDDM dimana penggunaan glimepiride atau metformin saja tidak menghasilkan kontrol glikemik yang adekuat, serta sebagai pengganti terapi kombinasi glimepiride dan metformin. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
- Dosis harus disesuaikan dengan kadar gula pasien. 
- Dosis bersifat individual, diberikan 1 atau 2 kali per hari. ", Dikonsumsi bersama makanan : segera sebelum atau pada saat makan. Tablet ditelan utuh tanpa dikunyah dan diminum sekaligus dengan air secukupnya. 
Lipesco 10 Kaplet,Diabetes, - ," Menurunkan kadar gula darah, mengurangi rasa nyeri pada penderita dengan neuropati diabetik ", 1 x sehari 1 kaplet , Sesudah makan 
Metrix 2 mg 15 Tablet,Diabetes, METRIX TABLET merupakan obat anti diabetes mengandung Glimepiride yang termasuk ke dalam golongan sulfonilurea. Metrix digunakan sebagai obat anti diabetes mellitus tipe 2 atau Non-Insulin-Dependent (type II) Diabetes Melitus (NIDDM) dimana kadar glukosa darah tidak dapat hanya dikontrol dengan diet dan olahraga saja. Obat ini bekerja dengan menurunkan kadar gula darah dengan merangsang pelepasan insulin dari sel beta pankreas yang masih berfungsi. Obat ini juga dapat meningkatkan sensitivitas jaringan perifer terhadap insulin. METRIX digunakan sebagai terapi tunggal atau dikombinasikan dengan obat anti diabetes oral lain atau insulin. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. ," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Diabetes Melitus Tipe 2 atau Non-Insulin-Dependent (type II) Diabetes Melitus (NIDDM) dimana kadar glukosa darah tidak dapat hanya dikontrol dengan diet dan olahraga saja. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
- Dosis awal: 1-2 mg, satu kali sehari
- Dosis pemeliharaan: 1-4 mg, satu kali sehari, dosis maksimum 8 mg, satu kali sehari. 
- Pada saat pemberian telah mencapai dosis 2 mg maka kenaikan dosis tidak boleh melebihi 2 mg dengan interval 1-2 minggu tergantung dari respon gula darah. ", Segera sebelum makan utama pertama pada hari itu (setiap harinya) dan tidak boleh mengurangi jadwal makan. 
Ryzodeg Flextouch 100 IU/ml,Diabetes,-,-," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 
2 kali per hari 10 unit, disuntikkan subkutan.  ", Sebaikny di gunakan bersama makanan 
Sansulin Log g Catridge,Diabetes, SANSULIN LOG G CATRIDE merupakan sediaan steril yang mengandung Insulin Glargine yang ditujukan untuk penggunaan injeksi subkutan (SK). Insulin Glagine merupakan analog insulin rekombinan manusia atau insulin bauatan manusia dengan aktivitaas yang mirip dengan insulin alami dalam tubuh manusia. Insulin ini termasuk ke dalam agen penurun kadar glukosa darah parenteral yang bekerja lebih lama (long acting) dibandingkan dengan insulin biasa. Produk ini di gunakan untuk mengontrol kadar gula darah yang tinggi pada pasien diabetes mellitus tipe 1 dan diabetes mellitus tipe 2 dewasa yang sudah menjalani pengobatan dengan perubahan pola hidup dan obat anti-diabetik namun tidak dapat mencapati target penurunan kadar gula darah yang diinginkan. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. ," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Pengobatan diabetes mellitus pada dewasa dan anak 6 tahun keatas, di mana pengobatan pengobatan insulin diperlukan.  "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Dosis bersifat individual, 1 x sehari diinjeksi secra subkutan, diberikan pada waktu yang sama tiap harinya. "," Ditentukan dokter. Disuntikan secara subkutan pada area perut, lengan atas atau paha. "
Soliqua 100/50 Pen,Diabetes,-,"  INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. SOLIQUA diindikasikan untuk kombinasi dengan metformin sebagai terapi pada pasien DMT2 dewasa untuk memperbaiki control gula darah pada saat tidak mencukupi dengan metformin saja atau kombinasi metformin dengan obat OAD lain (SU, DPP-4 inh, dan SGLT2 inh) atau dengan basal insulin.  "," 
PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.  - Sebelum menginisiasi SOLIQUA, terapi dengan basal insulin atau OAD produk selain metformin harus dihentikan terlebih dahulu
- Starting dosis dari SOLIQUA berdasarkan dari terapi sebelumnya, dan agar tidak melebihi rekomendasi starting dosis dari Lixesenatide
- Maksimal dosis harian adalah 60 unit insulin glargine dan 20 mcg Lixisenatide atau setara 60 dosis step
- SOLIQUA harus disuntikkan sekali sehari dalam 1 jam sebelum makan 
- Lebih baik, injeksi prandial diberikan sebelum makan yang sama tiap harinya, dipilih pada saat makan yang paling nyaman 
- Dosis SOLIQUA  diberikan sesuai dengan kebutuhan insulin dari individu pasien 
- Dose adjustment untuk mengoptimalkan control gula darah berdasarkan kadar gula darah puasa. "," Selalu gunakan obat ini sesuai petunjuk dokter. Dokter mungkin akan meminta untuk menggunakan SOLIQUA dengan dosis yang berbeda denagn dosis insulin yang Anda gunakan sebelumnya. Tanyakan kepada dokter, apoteker atau perawat Anda jika Anda tidak yakin. "
Velacom Plus 1/250 10 Tablet,Diabetes," VELACOM PLUS TABLET merupakan obat anti diabetes kombinasi yang terdiri dari Metformin (antidiabetes oral golongan biguanid) dan Glimepiride (antidiabetes oral golongan sulfonilurea). Obat ini digunakan untuk pengobatan diabetes mellitus tipe 2. Velacom Plus ini digunakan dengan diet dan olahraga, untuk mengobati DM Tipe 2 ketika penggunaan glimepiride atau metformin saja tidak menghasilkan kontrol glikemik yang adekuat. Obat ini juga digunakan sebagai pengganti terapi kombinasi glimepiride dan metformin. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Terapi tambahan untuk diet dan olahraga pada pasien Diabetes Melitus Tipe 2 atau NIDDM dimana penggunaan glimepiride atau metformin saja tidak menghasilkan kontrol glikemik yang adekuat, serta sebagai pengganti terapi kombinasi glimepiride dan metformin. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
- Dosis harus disesuaikan dengan kadar gula pasien. 
- Dosis bersifat individual, diberikan 1 atau 2 kali per hari. ", Dikonsumsi bersama makanan : segera sebelum atau pada saat makan. Tablet ditelan utuh tanpa dikunyah dan diminum sekaligus dengan air secukupnya. 
Vildi 50 mg 10 Tablet,Diabetes,-," Terapi tambahan pada diet dan olahraga untuk meningkatkan kontrol glikemik pada pasien DM tipe 2. Untuk penggunaan monoterapi atau terapi kombinasi dengan metformin, sulfonilurea atau tiazolindinedion jika diet, olahraga, dan obat antidiabetes tunggal tidak dapat mengontrol glikemik secara memadai. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Untuk monoterapi dosis anjuran: 50 mg 1 x/hari pada pagi dan atau malam hari. Untuk terapi kombinasi dosis anjuran: 50 mg 1 x/hari pada pagi hari atau 100 mg dalam 2 dosis terbagi yang diberikan pada pagi hari atau pada malam hari dikombinasi dengan sulfonilurea. ", Diberikan sebelum atau setelah makan. 
