product_name,category,deskripsi,indikasi_umum,dosis,aturan_pakai
Gentian Violet 1% 10 ml,Antiseptik," GENTIAN VIOLET MERUPAKAN obat kumur yang mengandung kristal violet. Obat kumur ini digunakan untuk membersihkan dan menjaga kesehatan rongga mulut, membantu mengobati sariawan dan menghilangkan bau mulut. Selain itu dapat pula digunakan sebagai obat untuk membantu mengatasi infeksi kulit yang disebabkan oleh pertumbuhan jamur. ", Untuk bibir pecah-pecah dan sariawan , Digunakan seperlunya. ," Sebagai obat kumur, campurkan 1-2 tetes GENTIAN VIOLET dalam 1 gelas air. Bila digunakan sebagai obat oles, teteskan GENTIAN VIOLET pada cotton bud dan oleskan pada bagian yang membutuhkan "
Hansaplast Salep Luka 20 g,Antiseptik," Hansaplast Salep Luka 20 g merupakan salep penutup luka dengan kandungan white petrolatum, thin paraffin oil, ceresin wax, glycerin, panthenol, glyceryl stearate. Formulasi pada produk ini digunakan untuk membantu proses penyembuhan luka dengan mengurangi risiko luka membekas, melindungi dan menenangkan kulit yang rusak seperti kering dan pecah-pecah. "," Membantu penyembuhan luka, mengurangi resiko terjadinya bekas luka, untuk luka bakar minor, sunburn, ruam kulit bayi ", Dioleskan minimal 2x per hari pada bagian yang sakit ," Di oleskan pada bagian yang sakit. Setelah dioles, luka dapat ditutup dengan plester jika diperlukan. "
Alkafil 16 Sachet,Antiseptik, ALKAFIL 16 SACHET adalah kasa hidrofil yang mengandug Alkohol 70% yang berguna antiseptik dan mencegah terjadinya infeksi pada luka. , Sebagai antiseptik dan pencegahan infeksi , Sesuai kebutuhan. ,-
Alkohol 70% 100 ml,Antiseptik," ALKOHOL 70% 100 ML merupakan cairan yang digunakan sebagai antiseptik (membunuh atau menghambat pertumbuhan mikroorganisme), untuk membersihkan luka dan pembersih alat-alat medis. "," Sebagai antiseptik, membersihkan luka, dan membersihkan alat-alat medis. ", Sesuai kebutuhan. ," Dituang pada kassa steril atau kapas, lalu diusapkan pada luka atau alat medis. "
Alkohol 70% Botol 1 L,Antiseptik, ALKOHOL 70% merupakan cairan antiseptik yang digunakan untuk membantu membersihkan luka dan pembersih alat-alat medis. ," Digunakan untuk keperluan medis dan non medis, seperti, sterilisasi alat-alat medis, membersihkan luka, antiseptik, pelarut, desinfektan kulit, dan bahan baku atau tambahan dalam keperluan praktikum ", Sesuai kebutuhan. ," Dituang pada kassa steril atau kapas, lalu diusapkan pada luka atau alat medis. "
Alkohol 70% Ika 100 ml,Antiseptik,-,-,-,-
Antis Timun Hand Sanitizer Spray 55 ml,Antiseptik, ANTIS TIMUN HAND SANITIZER SPRAY merupakan pembersih tangan dalam bentuk spray dengan aroma timun yang mengandung moisturizer yang dapat melembabkan kulit dan dapat membunuh kuman. , Merupakan cairan pembersih tangan tanpa air bekerja membunuh kuman dan bakteri dengan cepat. , Sesuai kebutuhan ," Semprot Antis pada tangan atau bagian luar tubuh lain yang perlu, usap/gosok sampai kering. "
Dettol Antibacterial Disinfectant Spray Morning Dew 225 ml,Antiseptik, Dettol Disinfectant Spray merupakan carian disinfektan yang disemprotkan pada permukaan keras dan lunak. Membersihkan permukaan dari bakteri dan juga dapat menghilangkan bau. , Carian disinfektan yang digunakan untuk membersihkan permukaan benda dari kuman penyebab penyakit. , Sesuai kebutuhan ," Kocok kaleng sebelum digunakan.  
Semprotkan pada jarak 15 - 20 cm dari permukaan.  
Biarkan 10 menit hingga mengering. "
Dettol Antibacterial Disinfectant Spray Morning Dew 450 ml,Antiseptik,-, Carian disinfektan yang digunakan untuk membersihkan permukaan benda darikuman penyebab penyakit. , Sesuai kebutuhan ," 1. Kocok kaleng sebelum digunakan. 
2. Semprotkan pada jarak 15-20 cm dari permukaan. 
3. Biarkan 10 menit hingga mengering "
Eagle Eucalyptus Disinfectant Spray 50 ml,Antiseptik," EAGLE EUCALYPTUS DISINFECTANT SPRAY merupakan cairan semprot multiguna mengandung minyak eucalyptus globulus, yang terkenal mempunyai daya pembunuh kuman.  Minyak eucalyptus globulus dibuat dengan cara destilasi uap dari daun-daun serta pucuk-pucuk ranting pohon eucalyptus globulus. ", Pembasmi kuman virus dan bakteri di udara , Semprotkan di udara dan jika perlu diulangi dalam jangka waktu 2-4 jam , Semprotkan secara merata ke dalam ruangan untuk membunuh kuman. bila perlu 
