product_name,category,deskripsi,indikasi_umum,dosis,aturan_pakai
Nutrinidrink Coklat 200 ml,Ibu dan Anak," NUTRINIDRINK COKLAT adalah Makanan diet khusus untuk anak usia 1-12 tahun yang mengandung energi 300 kkal/ 200 ml untuk keperluan kesehatan dan membantu kebutuhan anak.  
Pemakaian produk ini harus di bawah pengawasan Dokter. ", Makanan diet khusus untuk anak usia 1-12 tahun yang mengandung energi 300 kkal/ 200 ml untuk keperluan kesehatan dan membantu kebutuhan anak ," Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan  kebutuhan masing-masing individu. 
Minumlah 3 sajian per hari untuk membantu memenuhi kebutuhan energi anak Anda. 
Untuk penggunaan lebih dari 3 sajian, konsultasikan terlebih dahulu dengan Dokter atau ahli gizi anak Anda. "," Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan  kebutuhan masing-masing individu. 
Produk ini merupakan kemasan siap diminum, lebih enak disajikan dalam keadaan dingin. 
Kocok dahulu sebelum diminum.  
Setelah dibuka, simpan di lemari es (4 C) maksimum 24 jam. "
Liprolac Kids 10 Sachet - Hemat Borongan,Ibu dan Anak, LIPROLAC merupakan suplemen makanan yang digunakan untuk memelihara kesehatan pencernaan pada anak. , Sebagai suplemen untuk membantu memelihara kesehatan pencernaan anak. ," Satu sampai dua kali sehari 1 sachet, atau sesuai anjuran dokter.
 ", Dapat dikonsumsi langsung atau dicampur air. 
Zamel Drop 16 ml,Ibu dan Anak," ZAMEL DROP adalah suplemen makanan untuk anak-anak dan balita dengan kandungan mikronutrien, vitamin dan mineral lengkap yang dapat membantu memenuhi kebutuhan nutrisi anak dan dapat juuga di gunakan sebagai pengobatan untuk anak-anak yang mengalami defisiensi vitamin atau dalam masa penyembuhan. ", Pencegahan dan pengobatan defisiensi vitamin / mineral pada anak dalam masa pertumbuhan ," Zamel diminum tiap hari satu kali dengan takaran: 
 Anak-anak 1-3 tahun : 0.5 mL. 
 Anak-anak 4-6 tahun : 1 mL. ", Dapat diberikan bersama makanan agar diabsorpsi lebih baik atau jika timbul rasa tidak nyaman pada lambung 
Nutrinidrink Vanila 200 ml,Ibu dan Anak," NUTRINIDRINK VANILA adalah Makanan diet khusus untuk anak usia 1-12 tahun yang mengandung energi 300 kkal/ 200 ml untuk keperluan kesehatan dan membantu kebutuhan anak.  
Pemakaian produk ini harus di bawah pengawasan Dokter. ", Makanan diet khusus untuk anak usia 1-12 tahun yang mengandung energi 300 kkal/ 200 ml untuk keperluan kesehatan dan membantu kebutuhan anak ," Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan  kebutuhan masing-masing individu. 
Minumlah 3 sajian per hari untuk membantu memenuhi kebutuhan energi anak Anda. 
Untuk penggunaan lebih dari 3 sajian, konsultasikan terlebih dahulu dengan Dokter atau ahli gizi anak Anda. "," Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan  kebutuhan masing-masing individu. 
Produk ini merupakan kemasan siap diminum, lebih enak disajikan dalam keadaan dingin. 
Kocok dahulu sebelum diminum.  
Setelah dibuka, simpan di lemari es (4 C) maksimum 24 jam. "
Blackmores Pregnancy & Breast Feeding Gold 60 Kapsul,Ibu dan Anak, Pregnancy & Breast-Feeding Gold mengandung 17 nutrisi esensial dan tinggi DHA dari sumber alami Omega-3 untuk membantu memenuhi nutrisi ibu hamil dan menyusui. , Multivitamin untuk Ibu hamil dan menyusui. ," Dewasa: 2 kapsul/hari, atau sesuai petunjuk dokter ", Dapat dikonsumsi sesudah makan. 
Koolfever For Baby 1 Sachet,Ibu dan Anak, KOOLFEVER BABY merupakan plester kompres penurun panas untuk bayi. Plester ini berisi gel khusus yang dapat menyerap panas dan meringankan demam. , Membantu menurunkan panas dan meringankan demam pada bayi. ," Sesuai kebutuhan, dapat bertahan selama 6 jam "," Ditempelkan pada dahi, pipi, atau punggung "
Pure Kids Fever Free 2 Sachet - Hemat Borongan,Ibu dan Anak, PURE KIDS FEVER FREE merupakan plester kompres penurun panas atau demam pada anak. Plester ini membantu menurunkan suhu tubuh anak saat terjadi demam dengan efek dingin hingga lebih dari 8 jam. Produk ini telah teruji tidak menyebabkan gatal dan alergi serta lembut di kulit. , Plester kompres untuk membantu menurunkan suhu tubuh anak saat terjadi demam. , Sesuai kebutuhan ," Sobek atau potong bagian atas kemasan dan keluarkan lembaran patch. 
Buka lapisan pelindung transparan pada lembar cooling patch. 
Bersihkan dan keringkan area yang akan ditempelkan. 
Tempelkan pada bagian tubuh yang sudah dibersihkan. "
Folavit 400 mcg 3 Strip (10 Tablet/Strip) - Hemat Borongan,Ibu dan Anak, FOLAVIT 400 MCG TABLET merupakan suplemen yang mengandung asam folat. Suplemen ini digunakan untuk memenuhi kebutuhan asam folat dalam tubuh yang bermanfaat dalam pemeliharaan sistem saraf yang sehat dan dalam pembentukan sek darah merah yang membawa oksigen ke seluruh tubuh. ," Pertumbuhan janin, memelihara kesehatan, defisiensi Asam Folat, suplemen untuk masa Kehamilan dan menyusui, meningkatnya kebutuhan Asam Folat. "," 400-500 mcg per hari,
 Defisiensi asam folat :
 Dosis Awal : 0.25 - 1 mg per hari. Dosis pemeliharaan : 0.25 mg per hari.
 Untuk ibu hamil dan menyusui : 2 tablet per hari. ", Sebelum atau sesudah makan 
Noroid Derma Rash Cream 60 ml,Ibu dan Anak," NOROID DERMA RASH CREAM merupakan krim yang digunakan untuk membantu menyejukkan kulit, cocok untuk kulit kering dan sensitif. "," Pelembab kulit tubuh untuk memperbaiki fungsi pertahanan kulit pada Dermatitis Atopik, pada kulit yang kering & sensitif "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
 Oleskan krim sehabis mandi atau pada kulit yang bersih ", Krim dioleskan pada kulit tubuh 
Transpulmin Kids Balsam 10 g,Ibu dan Anak," TRANSPULMIN KIDS BALSAM merupakan balsam untuk membantu meredakan hidung tersumbat krn influenza, nyeri dipunggung, sakit kepala, sakit perut dan menghangatkan badan.   "," Membantu meredakan hidung tersumbat krn influenza, nyeri dipunggung, sakit kepala, sakit perut dan menghangatkan badan.   "," Oleskan 1-4 cm balsem ke bagian dada, punggung, dan leher beberapa kali sehari, selama beberapa menit. Penguapan wajah : masukkan beberapa cm balsam ke dalam 1 L air panas, lalu hirup uap air panas tsb selama beberapa menit ", Balsam dioleskan atau dihirup uapnya (setelah dimasukkan ke dalam air panas) 
Bepanthen Baby 20 g,Ibu dan Anak," Bepanthen adalah salep popok bayi yang yang teruji klinis untuk membantu merawat kulit bayi dan melindungi dari gesekan popok salah satu penyebab ruam popok pada bayi. Dengan TRIPLE ACTION FORMULA yang di dalamnya terdapat Pro Vitamin B5 atau Dekspanthenol, Bepanthen juga melembutkan kulit bayi setiap hari.  
Selain itu bepanthen dapat juga dipakai untuk merawat puting susu ibu selama masa menyusui. "," Untuk melembutkan kulit bayi, melindungi dari gesekan dengan popok, membantu merawat kulit bayi serta merawat puting susu ibu selama masa menyusui ", Sesuai kebutuhan ," Untuk merawat kulit bayi : bersihkan dengan air, oleskan dengan tipis dan merata pada kulit yang akan tertutup popok serta daerah lipatan seperti selangkangan. Untuk hasil optimal, gunakan sebelum memakai popok setiap hari. Untuk hasil optimal, gunakan Bepanthen sebelum memakai popok setiap hari.  
Untuk merawat puting susu selama masa menyusui : bersihkan puting susu setelah menyusui lalu oleskan Bepanthen "
Liprolac Baby Drop 8 ml,Ibu dan Anak, Liprolac Baby adalah sediaan produk probiotik BB-12 untuk membantu memelihara kesehatan pencernaan , Suplemen untuk Membantu memelihara kesehatan pencernaan ," Anak 1-3 tahun: 1 kali sehari 6 tetes
 Anak usia di bawah 1 tahun: sesuai petunjuk dokter "," Kocoklah terlebih dahulu sebelum dikonsumsi. 
 Dapat diberikan langsung pada lidah, melalui sendok atau dicampurkan dengan makanan "
