product_name,category,deskripsi,indikasi_umum,dosis,aturan_pakai
Rohto Cool Eye Drop 7 ml,Mata," ROHTO COOL EYE DROP 7 ML merupakan cairan tetes mata yang digunakan untuk membantu meredakan sementara mata merah akibat iritasi ringan yang disebabkan debu, asap, angin, sengatan sinar matahari,pemakaian lensa kontak, alergi atau berenang. "," Meredakan sementara mata merah akibat iritasi ringan yang disebabkan debu, asap,angin, sengatan sinar matahari, pemakaian lensa kontak, alergi atau berenang ", 3 - 4 kali per hari teteskan 1 atau 2 tetes pada masing -masing mata. , Diberikan dengan di teteskan pada mata yang terkena iritasi 
Cendo Cenfresh Eye Drops 5 ml,Mata, CENDO CENFRESH EYE DROPS 5 ML merupakan obat tetes mata yang memiliki kandungan Natrium Carboxymethylcellulose. Obat ini digunakan untuk mengatasi mata kering akibat kurangnya produksi air mata atau akibat terkena matahari atau angin serta untuk menghindari terjadinya iritasi lebih lanjut. Dalam penggunaan obat ini ikuti anjuran dokter atau petunjuk penggunaan yang tertera pada kemasan. ," Mengurangi riritasi pada mata yang kering, melindungi mata terhadap iritasi lebih lanjut, mengurangi rasa tidak nyaman karena iritasi mata ringan, terkena matahari dan angin "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
 1-2 tetes pada mata yang sakit 3-4 kali sehari atau sesuai kebutuhan ", Teteskan pada mata yang sakit. 
Cendo Genta 0.3% Eye Drops 5 ml,Mata, Cendo Genta 0.3% Eye Drops merupakan preparat antibiotik steril yang secara spesifik digunakan untuk mengobati infeksi luar pada mata. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. ," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Konjungtivitis (radang selaput ikat mata), Blefaritis (radang kelopak mata), Blefarokonjungtivitis (radang kelopak mata dan selaput ikat mata), Keratitis (radang kornea mata), Keratokonjungtivitis (radang kornea dan selaput ikat mata), Episkleritis (radang sklera mata), Dakrosistisis (radang kantung air mata), Ulkus kornea mata, Dan infeksi pada rongga atau lekuk mata "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Teteskan 3-4 kali sehari 1-2 tetes pada mata yang sakit atau sesuai petunjuk dokter. ", Diteteskan pada mata yang sakit 
Cendo Vasacon-A Minidose 0.6 ml,Mata, CENDO VASACON-A MINIDOSE di gunakan untuk mengatasi iritasi mata dan mengurangi kepekaan terhadap cahaya. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. ," mengurangi kepekaan terhadap cahaya, mata merah, mata terasa gatal dan pedih karena alergi, konjungtivitis karena alergi "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Atas anjuran dokter ", Teteskan pada mata yang sakit 
Insto Reguler Eye Drops 15 ml,Mata," INSTO REGULAR EYE DROP mengandung zat aktif Tetrahidrozolin HCl dan Benzalkonium Klorida, digunakan untuk mengatasi mata merah dan rasa perih akibat iritasi mata ringan yang dapat disebabkan karena asap, debu dan lainnya. ", Meredakan iritasi & kemerahan pada mata , 3-4 x sehari 2-3 tetes , Diteteskan pada mata yang merah/teriritasi 
Erlamycetin Plus Eye Drops 5 ml,Mata," ERLAMYCETIN PLUS EYE DROPS adalah obat tetes mata dengan kandungan kombinasi antibiotik Chloramphenicol dan kortikosteroid Dexamethason. Chloramphenicol adalah antibiotika spektrum luas yang efektif melawan bakteri-bakteri Gram positif dan Gram negatif, selain itu juga efektif melawan spirochete, salmonella, rickettsiae dan chlamydiae. Mekanisme kerja Chloramphenicol adalah menghambat sintesa protein bakteri dengan cara mengganggu transfer asam amino. Dexamethason merupakan obat kortikosteroid yang digunakan sebagai anti peradangan. Dexamethasone sodium phospate menghambat fosfolipase A, yang merupakan jalur pertama pada sintesis prostaglandin, selain itu juga menghambat infiltrasi kemotaktik dari neutrofil dalam proses inflamasi. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Keratitis akut maupun kronik, dan konjunctivitis akibat infeksi yang disertai pembengkakan hebat "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Teteskan 1 tetes pada mata yang sakit sehari 1-4 kali atau menurut petunjuk dokter. Untuk infeksi akut teteskan 1 tetes setiap jam atau sesuai petunjuk dokter. ", Teteskan pada mata yang sakit. Perlu perhatian untuk pemberian pada bayi dan anak-anak dibawah 2 tahun.  
Insto Cool Eye Drops 7.5 ml,Mata," INSTO COOL EYE DROPS mengandung Naphazoline Hydrochloride, digunakan untuk meredakan mata merah akibat iritasi ringan dengan memberikan sensasi dingin yang menyegarkan. ", Meredakan iritasi & kemerahan pada mata ," 2-3 tetes pada setiap mata
3-4 kali sehari atau sesuai anjuran dokter "," Diteteskan pada mata yang merah atau teriritasi. 
 "
Oxytetracycline 1% Eye Oint 3.5 g,Mata, OXYTETRACYCLINE merupakan antibiotik golongan tetracycline. Obat ini digunakan sebagai salep untuk konjungtivitas atau infeksi mata lainnya. Oxytetracycline bersifat bakteriostatik yang bekerja dengan menghambat sintesis protein. Oxytetracycline mengganggu ikatan antara aminoacyl-tRNA dan kompleks mRNA-ribosome. Terjadi penghambatan pemanjangan rantai peptida sehingga sintesis protein terhambat. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. ," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Konjungtivitas dan infeksi mata lainnya "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Oleskan pada kelopak mata bagian bawah yang terinfeksi sebanyak 2-4 kali sehari. ", Dioleskan pada kelopak mata bagian bawah yang terinfeksi. 
Rohto Eyeflush 150 ml,Mata," ROHTO EYE FLUSH merupakan cairan steril pencuci mata dengan kandungan Distilled Witch Hazel 13%, Benzalkonium Klorida, L-Menthol, dan Vitamin E. Obat ini digunakan untuk membersihkan mata, menyejukkan dan menyegarkan mata lelah, meringankan iritasi mata ringan akibat debu dan pekerjaan yang memerlukan penglihatan dekat. "," Membersihkan mata, menyejukkan mata, dan menyegarkan kembali mata yg lelah, meringankan iritasi ringan pada mata yg disebabkan oleh udara berdebu atau berasap, mengemudi atau pekerjaan yang memerlukan penglihatan dekat ", Digunakan secukupnya saat mata terasa pedih. , Bersihkan eyebath (mangkuk atau wadah untuk larutan pembersih mata) sebelum di gunakan.Sekiranya kelopak mata kurang bersih/ada sisa make-up bersihkan terlebih dahulu.Isi eyebath lalu letakkan ke kelopak mata. 
Cendo Hyalub Eye Drop 5 ml,Mata," CENDO HYALUB EYE DROP 5 ML merupakan obat tetes mata yang digunakan untuk kondisi mata iritasi, kering, rasa terbakar dan tidak nyaman.Cendo Hyalub mengandung Sodium Hialuronat yang bekerja dengan fibronectin meningkatkan adhesi dan migrasi dari sel epitel.Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. "," Menghilangkan rasa terbakar, iritasi, dan ketidaknyamanan yang disebabkan karena kekeringan pada mata dan untuk mempercepat perbaikan permukaan ocular "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
1 tetes pada mata 5-6 kali sehari atau sesuai petunjuk dokter ", Teteskan pada mata yang sakit 
