product_name,category,deskripsi,indikasi_umum,dosis,aturan_pakai
Microgest 200 mg 15 Kapsul,Kontrasepsi & Hormon," MICROGEST merupakan obat yang mengandung progesterone termikronisasi. Obat ini digunakan untuk gangguan yang berhubungan dengan defisit progesteron. Obat ini digunakan sebagai obat penguat kandungan, mengatasi masalah menstruasi, pendarahan, dan terapi gejala menopouse. Progesteron adalah progesteron alami, yang merupakan hormon utama pada korpus luteum dan plasenta. Progesterone bekerja pada endometrium dengan merubah masa proliferasi menjadi masa sekresi. Obat ini mempunyai kemampuan yang sama dengan progesteron endogen yaitu menginduksi endometrium sekresi secara menyeluruh dan secara khusus menimbulkan efek gestagenik, antiestrogenik, antiandrogenik ringan dan antialdosteron. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Untuk gangguan yang berhubungan dengan defisiensi progesteron. Penggunaan oral diindikasikan untuk menstruasi tidak teratur akibat disovulasi. Penggunaan vaginal diindikasikan pada siklus fertilisasi in vitro (IVF). Penggunaan secara vaginal merupakan alternatif untuk menghindari efek samping progesteron. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 
Dosis umum : 1-2 kapsul setiap hari dalam dosis terbagi. 
Dosis dapat bervariasi berdasarkan indikasi dan kebutuhan pasien. "," Penggunaan oral: 
Sebaiknya diberikan pada saat perut kosong. Telan dengan segelas air diluar waktu makan. Sebaiknya diberikan menjelang tidur

Penggunaan vaginal: 
Masukkan tiap kapsul jauh ke dalam vaginal. "
Duphaston 10 mg 20 Tablet,Kontrasepsi & Hormon," DUPHASTON 10 MG 20 TABLET mengandung zat aktif Dydrogesterone yang merupakan hormon sintesis yang mirip dengan hormon progesteron, yakni hormon seks pada wanita yang terbentuk secara alami di tubuh. Obat ini digunakan dalam kasus infertilitas, terancam keguguran, keguguran berulang, nyeri saat haid, peradangan pada rahim/endometriosis, siklus haid tidak teratur dan amenorea. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Terancam aborsi, aborsi habitualis (keguguran yang berturut-turut pada 3 kehamilan atau lebih), amenore (tidak haid), perdarahan fungsional, dismenore (nyeri sewaktu haid), endometriosis (keadaan terdapatnya jaringan serupa selaput lendir rahim di luar rongga rahim), sindroma premenstruasi, infertilitas (kemandulan), terapi pengganti hormon "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Terancam aborsi : diawali dengan 4 tablet kemudian 0,5-1 tablet tiap 8 jam sampai gejala-gejala menghilang.Jika gejala menetap, dosis ditingkatkan 1 tablet tiap 8 jam.Aborsi habitualis : 2 kali sehari 1/2 (setengah) tablet mulai hari ke 14-25 siklus haid.Pengobatan dilanjutkan sampai minggu ke-20 kehamilan, kemudian dosis dikurangi secara bertahap. ", Dapat diberikan bersama atau tanpa makanan. 
Microgest 100 mg 15 Kapsul,Kontrasepsi & Hormon," MICROGEST merupakan obat yang mengandung progesterone termikronisasi. Obat ini digunakan untuk gangguan yang berhubungan dengan defisit progesteron. Obat ini digunakan sebagai obat penguat kandungan, mengatasi masalah menstruasi, pendarahan, dan terapi gejala menopouse. Progesteron adalah progesteron alami, yang merupakan hormon utama pada korpus luteum dan plasenta. Progesterone bekerja pada endometrium dengan merubah masa proliferasi menjadi masa sekresi. Obat ini mempunyai kemampuan yang sama dengan progesteron endogen yaitu menginduksi endometrium sekresi secara menyeluruh dan secara khusus menimbulkan efek gestagenik, antiestrogenik, antiandrogenik ringan dan antialdosteron. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Untuk gangguan yang berhubungan dengan defisiensi progesteron. Penggunaan oral diindikasikan untuk menstruasi tidak teratur akibat disovulasi. Penggunaan vaginal diindikasikan pada siklus fertilisasi in vitro (IVF). Penggunaan secara vaginal merupakan alternatif untuk menghindari efek samping progesteron. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 
Dosis umum : 2-3 kapsul setiap hari dalam dosis terbagi. 
Dosis dapat bervariasi berdasarkan indikasi dan kebutuhan pasien. "," Penggunaan oral: 
Sebaiknya diberikan pada saat perut kosong. Telan dengan segelas air diluar waktu makan. Sebaiknya diberikan menjelang tidur

Penggunaan vaginal: 
Masukkan tiap kapsul jauh ke dalam vaginal. "
Propylthiouracil (Ptu) 100 mg 10 Tablet,Kontrasepsi & Hormon," PROPYLTHIOURACIL (PTU) 100 MG adalah obat untuk penyakit hipertiroid, yang merupakan suatu kondisi dimana kelenjar tiroid memproduksi terlalu banyak hormon tiroid. Propylthiouracil adalah obat yang digunakan untuk menangani gejala gejala keringat berlebih, berat badan menurun, mudah emosi, pembesaran kelenjar tiroid serta tremor yang biasa terdapat pada penyakit hipertiroid dimana terdapat banyak hormon tiroid dalam tubuh. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Antitiroid / hipertiroidism "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Oral : Dosis awal: 100 ? 150 mg secara oral setiap 8 jam, jarang terjadi 200 ? 300 mg oral setiap 8 jam
Perawatan : 100 ? 150 mg/hari dalam dosis yang dibagi rata setiap 8-12 jam. ", Sebelum atau sesudah makan 
Tissue Magic Power 6 Lembar,Kontrasepsi & Hormon," TISSUE MAGIC POWER merupakan tissue herbal antiseptik yang dapat digunakan untuk membersihkan, mencegah bakteri, meningkatkan kekuatan dalam berhubungan, serta mencegah ejakulasi dini. "," Membersihkan, mencegah bakteri, meningkatkan kekuatan dalam berhubungan, serta mencegah ejakulasi dini. ",-," Usapkan tissue magic power pada alat vital anda dengan rata, diamkan selama 3-5 menit. Sebelum berhubungan cuci alat vital dengan sabun dan bilas dengan air hangat. "
Visanne 2 mg 28 Tablet,Kontrasepsi & Hormon, VISANNE 2 MG mengandung dienogest obat yang di gunakan untuk mengurangi nyeri akibat emdomentrosis dan memberikan keamanan yang baik tanpa mengakibatkan turunnya kadar estrogen secara drastis dalam tubuh wanita. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. , Pengobatan endometriosis ," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
1 tablet setiap hari tanpa jeda. Sebaiknya dikonsumsi pada waktu yang sama setiap hari, dimulai pada saat menstruasi hari apapun. ", Dikonsumsi bersamaan dengan makanan atau tidak 
Andalan Pil Kb Fe 56 Tablet,Kontrasepsi & Hormon," ANDALAN PIL KB FE TABLET adalah kontrasepsi oral yang mengandung Levonogestrel 0.15 mg, ethinylestradion 0.03 mg, dan Zat Besi. Obat ini bekerja dengan cara mencegah pertemuan antara sel sperma dan sel telur. Pil ini membuat carian vagina menjadi kental sehingga sulit dilalui oleh sperma. Zat besi membantu mengatasi gejala anemia yang dapat muncul pada saat menstruasi. Untuk menjaga efektivitas, Pil KB hendaknya dikonsumsi pada waktu yang sama setiap hari. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Sebagai kontrasepsi oral untuk mencegah kehamilan "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Mulai minum pada saat pertama haid sesuai dengan petunjuk pada bagian belakang blister dan dikonsumsi setiap hari dan pada waktu (jam) yang sama ", Sebelum atau sesudah makan 
Cyclo Progynova 21 Tablet,Kontrasepsi & Hormon," CYCLO PROGYNOVA adalah tablet yang di gunakan untuk persiapan terapi pengganti hormon, di mana kandungan dari cyclo progynova ini adalah estradiol dan norggestrel. Estradiol dan norgestrel adalah bentuk hormon seks utama pada wanita, estrogen dan progesteron. Estradiol adalah bentuk estrogen dan norgestrel yang terjadi secara alamiah adalah bentuk sintetis dari progesteron. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Terapi gejala klimakterik, gangguan pasca menopause akibat menurunnya jumlah estrogen, amenore primer dan sekunder, siklus haid tidak teratur disebabkan oleh kekurangan hormon "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Sebelum penggunaan: Harus dilakukan pemeriksaan menyeluruh termasuk pemeriksaan payudara dan harus dipastikan bahwa tidak ada kehamilan. Tindakan pencegahan: pemeriksaan harus dilakukan dengan selang waktu 6 bulan selama perawatan jangka panjang. Mulai diminum pada hari ke-5 siklus haid ", Sebelum atau sesudah makan 
Durex Play Feel 100 ml,Kontrasepsi & Hormon," DUREX PLAY FEEL terbuat dari bahan dasar air yang bertindak seperti pelumas alami tubuh karena bersifat lembut, tidak lengket, tidak menyebabkan iritasi, sehingga pelumas ini sangat aman dan nyaman digunakan baik pada organ intim wanita maupun pria, dengan atau tanpa kondom. ", Pelumas , Sesuai kebutuhan. Digunakan saat berhubungan intim ," Buka tutup kemasan. Pencet botol hingga pelumas keluar, arahkan ke telapak tangan. Ratakan pada organ vital pria dan wanita. "
Kondom Fiesta Bubble Gum Isi 3,Kontrasepsi & Hormon, KONDOM FIESTA BUBBLE GUM ISI 3 adalah alat kontrasepsi yang terbuat dari bahan dasar karet lateks alami dengan rasa Bubble Gum dan tekstur lembut. , Alat kontrasepsi , Sesuai kebutuhan. Digunakan saat berhubungan intim , Digunakan pada kelamin pria saat berhubungan intim 
