product_name,category,deskripsi,indikasi_umum,dosis,aturan_pakai
Cholestat 10 mg 10 Kaplet,Jantung," CHOLESTAT 10 MG 10 KAPLET merupakan obat yang mengandung Simvastatin, obat golongan statin. Obat ini digunakan untuk mengatasi kolesterol tinggi (hiperkolesterolemia), mengurangi risiko terjadinya gangguan kardiovaskular seperti serangan jantung dan stroke. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. ", Menurunkan kadar Kolesterol Total & LDL pada Hiperkolesterolemia Primer & Sekunder dimana respon terhadap diet dan terapi non-farmakologi lain tidak adekuat. Menurunkan Mortalitas total dengan menurunkan Kematian akibat penyakit Koroner/Jantung & resiko I ," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.  
Dewasa: Awalnya, 10-20 mg sekali sehari.  
Pasien yang membutuhkan pengurangan kolesterol dalam jumlah besar atau dengan risiko CV tinggi: Awalnya, 40 mg sekali sehari.  
Pasien dengan hiperkolesterolemia familial homozigot: Awalnya, 40 mg sekali sehari. Semua dosis harus diminum di malam hari.  
Maks: 80 mg setiap hari.  
Sesuaikan dosis sesuai dengan respon pasien dengan interval minimal 4 minggu. Pasien harus menjalani diet penurun kolesterol dan modifikasi gaya hidup lainnya sebelum dan selama terapi obat.  

Anak: Hiperkolesterolemia familial heterozigot: 10-17 tahun Awalnya, 10 mg sekali sehari.  
Dosis yang dianjurkan: 10-40 mg setiap hari.  
Sesuaikan dosis sesuai dengan tujuan terapi yang direkomendasikan dengan interval minimal 4 minggu.  
Semua dosis harus diminum di malam hari. Maks: 40 mg setiap hari. Pasien harus menjalani diet penurun kolesterol dan modifikasi gaya hidup lainnya sebelum dan selama terapi obat. ", Malam hari sebelum tidur 
Clopidogrel 75 mg 6 Tablet,Jantung, CLOPIDOGREL 75 MG TABLET adalah obat yang memiliki efek anti agregasi dan menghambat pembentukan trombus. Obat ini menghambat reseptor P2Y12 di platelet secara irreversible. Clopidogrel digunakan untuk pencegahan kejadian iskemik pada pasien dengan riwayat gejala penyakit iskemik. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. ," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Mengurangi kejadian aterosklerosis (infark miokard, stroke dan kematian vaskular) pada pasien dengan aterosklerosis yang ditandai dengan stroke yang belum lama terjadi infark miokard atau penyakit arteri lain "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Sehari 1 x 75 mg ", Sesudah makan 
Digoxin 0.25 mg 10 Tablet,Jantung," DIGOXIN 0.25 MG 10 TABLET merupakan obat yang digunakan untuk mengobati penyakit jantung, seperti aritmia dan gagal jantung. Obat ini bekerja dengan membuat irama jantung kembali normal dan memperkuat jantung dalam memompa darah ke seluruh tubuh. Penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Gagal jantung kongestif akut dan kronik "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Dewasa : Untuk digitalisasi cepat (24-36 jam) : 4-6 tablet , kemudian 1 tablet pada interval tertentu sampai kompensasi tercapai. Untuk digitalisasi lambat (3-5 hari) : 2-6 tablet/hari dalam dosis terbagi. Pemeliharaan : 1/2-3 tablet/hari. 

Anak : 
Un ", Diberikan sebelum atau sesudah makan. 
Evothyl 300 mg 6 Kapsul,Jantung, EVOTHYL KAPSUL merupakan obat anti kolesterol yang termasuk golongan fibrat. Obat ini digunakan untuk menurunkan kadar trigliserida serum dan meningkatkan kadar HDL (lemak baik) pada penderita hiperkolesterolemia (tipe IIa) atau hipertrigliseridemia endogen murni (tipe IV) atau kombinasi (tipe IIb dan III) yang tidak merespons dengan cukup terhadap diet dan tindakan lain yang sesuai. Fenofibrate meningkatkan lipolisis (pemecahan lemak) dan eliminasi partikel yang kaya akan trigliserida dari plasma dengan mengaktifkan lipoprotein lipase (enzim untuk memecah lipid). Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. ," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Hiperkolesterolemia (tipe IIA), hiperlipidemia kombinasi (tipe IIB dan III), hipertrigliserida endogen (tipe IV) yang tidak memberikan respon dengan cukup terhadap diet dan tindakan lain yang sesuai.  "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Dewasa: 300 mg per hari, dapat ditingkatkan menjadi 400 mg per hari. Pemeliharaan: 200 mg per hari ", Dikonsumsi bersama makanan. 
Farsix 40 mg 10 Tablet,Jantung," FARSIX 40 MG TABLET merupakan obat dengan kandungan Furosemide. Furosemide adalah obat golongan loop diuretik atau diuretik kuat. Diuretik merupakan kelompok obat yang akan meningkatkan jumlah urin yang keluar dari ginjal. Obat ini bekerja pada glomerulus ginjal dengan menghambat penyerapan kembali zat natrium oleh sel tubulus ginjal, sehingga terjadi peningkatan pengeluaran air, natrium, klorida, dan kalium tanpa mempengaruhi tekanan darah normal. Golongan obat diuretik kuat ini biasanya digunakan dalam terapi pada pasien yang mengalami gagal jantung. Dalam kondisi tersebut, terjadi penumpukan cairan yang disebabkan karena jantung yang tidak mampu memompa darah ke seluruh tubuh dengan baik. Selain itu, Furosemide juga digunakan untuk mengayasi pembengkakan atau edema yang disebabkan oleh kondisi penyakit hati dan penyakit ginjal. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Edema akibat gangguan jantung, hati,dan ginjal, serta hipertensi. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Edema: 
Dewasa: Dosis Awal: 40 mg per hari, dosis dpat diturunkan menjadi 20 mg perhari. Dalam beberapa kasus, mungkin diperlukan 80 mg atau lebih per hari dalam dosis terbagi. 
Lansia: dosis awal: 20 mg per hari, dan dapat ditingkatkan jika diperlukan.

Hipertensi: 
Dewasa: 40-80 mg per hari sebagai terapi tunggal atau dikombinasikan dengan antihipertensi lain. ", Sebelum atau sesudah makan. Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada gastrointestinal. 
Farsorbid 5 mg 10 Tablet,Jantung, FARSORBID 5 MG  merupakan obat anti angina untuk mengatasi gejala yang timbul pada saat terjadi serangan angina atau serangan jatung dan gagal jantung kongestif untuk mengurangi sesak dan gejala lainnya. Farsorbid mengandung isosorbide dinitrate yang berfungsi untuk melebarkan dinding pembuluh darah. Isosorbide dinitrate juga dapat menurunkan tekanan darah sehingga dapat digunakan sebagai anti hipertensi. dalam menggunakan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. , Terapi dan Profilaksis Angina Pektoris ," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
1-2 tablet diletakkan di bawah lidah (sublingual) setiap 2-3 jam sesuai kebutuhan 
 ", 0.5 jam sebelum makan 
Fastor 20 mg 10 Tablet,Jantung," FASTOR merupakan obat yang mengandung Atorvastatin. Atorvastatin merupakan jenis obat golongan penghambat HMG-CoA reduktase atau disebut statin. Obat ini digunakan sebagai tambahan diet untuk menurunkan peningkatan kolesterol total, kolesterol LDL, apo-B & trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran) & hiperkolesterolemia familial heterozigot & homozigot bila respons terhadap diet & tindakan nonfarmakologis lainnya tidak adekuat. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
 Sebagai terapi tambahan di samping diet, untuk menurunkan kolesterol total, kolesterol LDL, apolipoprotein-B, dan kadar trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran), serta hiperkolesterolemia familial heterozigot dan homozigot, bila diet dan penatalaksanaan non-farmakologik lainnya kurang berhasil. "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 
 
 Dosis awal yang biasa diberikan adalah 10 mg 1 kali sehari. Rentang dosis adalah antara 10-80 mg sekali sehari. 
 Hypercholesterolemia primer dan hyperlipidemia campuran: 10 mg, diberikan 1 kali sehari.
 Familial hypercholesterolemia homozigot: 10-80 mg per hari. 
 Familial hypercholesterolemia heterozigot pada pasien anak-anak (10-17 tahun): dosis awal yang direkomendasikan adalah 10 mg/hari, dosis maksimum yang direkomendasikan adalah 20 mg/hari. 
 Penyesuaian harus dilakukan pada interval 4 minggu. Kombinasi dg siklosporin, telaprevir, atau kombinasi tipranavir/ritonavir: Dosis tidak boleh melebihi 10 mg. ", Diminum sebelum atau sesudah makan 
Fenofibrate 100 mg 10 Kapsul,Jantung, FENOFIBRATE KAPSUL merupakan obat anti kolesterol yang termasuk golongan fibrat. Obat ini digunakan untuk menurunkan kadar trigliserida serum dan meningkatkan kadar HDL (lemak baik) pada penderita hiperkolesterolemia (tipe IIa) atau hipertrigliseridemia endogen murni (tipe IV) atau kombinasi (tipe IIb dan III) yang tidak merespons dengan cukup terhadap diet dan tindakan lain yang sesuai. Fenofibrate meningkatkan lipolisis (pemecahan lemak) dan eliminasi partikel yang kaya akan trigliserida dari plasma dengan mengaktifkan lipoprotein lipase (enzim untuk memecah lipid). Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. ," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Hiperkolesterolemia (tipe IIA), hiperlipidemia kombinasi (tipe IIB dan III), hipertrigliserida endogen (tipe IV) yang tidak memberikan respon dengan cukup terhadap diet dan tindakan lain yang sesuai.  "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
- Dewasa : 3 x sehari 100 mg atau 1 x sehari 300 mg. 
- Bila setelah melakukan terapi dan diet belum tercapai respons yang memuaskan, maka dosis dapat ditingkatkan menjadi 4 x 100 mg sehari. 
 ", Dikonsumsi bersama makanan. 
Koleskol 10 mg 10 Tablet,Jantung, - ," Menurunkan kadar tinggi Kolesterol Total dan LDL
 "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
1 x sehari 1 tablet.
Hiperkolesterolemia ringan sampai sedang : 0.5 tablet perhari. 
Maximum : 4 tablet perhari. ", Diberikan sebelum atau sesudah makan. 
Lixiana 30 mg 14 Tablet,Jantung," Lixiana merupakan obat dengan kandungan edoxaban. Obat ini digunakan untuk mengurangi risiko stroke dan emboli sistemik pada pasien dewasa dengan atrial fibrilasi nonvalvuler dengan skor CHADS2 setidaknya 2, pengobatan trombosis vena dalam, dan emboli paru. Edoxaban adalah penghambat yang sangat selektif, langsung dan reversible terhadap faktor Xa yang merupakan protease serum yang terletak pada jalur umum kaskade koagulasi. Edoxaban menghambat faktor Xa bebas, dan aktivitas protrombinase. Penghambatan faktor Xa pada kaskade koagulasi mengurangi generasi trombin, memperpanjang waktu pembekuan dan mengurangi risiko formasi trombus. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.  "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS.  
Untuk mengurangi risiko stroke dan emboli sistemik pada pasien dewasa dengan atrial fibrilasi nonvalvuler/nonvalvular atrial fibrillation (NVAF) dengan skor CHADS2 setidaknya 2. 
Pengobatan trombosis vena dalam/deep vein thrombosis (DVT) dan emboli paru/pulmonary embolism (PE) pada pasien dewasa setelah terapi inisial 5 - 10 hari dengan antikoagulan parenteral.   "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.  
Untuk mengurangi risiko stroke dan emboli sistemik pada pasien dewasa dengan atrial fibrilasi nonvalvuler/nonvalvular atrial fibrillation (NVAF) dengan skor CHADS2 setidaknya 2 :  
Dosis yang direkomendasikan adalah 60 mg sekali sehari.   

Pengobatan trombosis vena dalam / deep vein thrombosis (DVT) dan emboli paru / pulmonary embolism (PE) pada pasien dewasa :  
Dosis yang direkomendasikan adalah 60 mg sekali sehari setelah penggunaan awal antikoagulan parenteral selama 5-10 hari. 
 ", Dapat sebelum dan sesudah makan. 
