product_name,category,deskripsi,indikasi_umum,dosis,aturan_pakai
Corsel 10 Kaplet,Diet, - ," Meningkatkan metabolisme lemak, karbohidrat dan protein untuk menghasilkan energi dan menjaga kesehatan ", 1-2 kapsul per hari , Sesudah makan 
Diasweet Fiberwafer Rasa Coklat 18 g,Diet,-," Biskuit wafer rasa coklat yang bebas gula, tinggi serat, mengandung vitamin B2, B6, & , dan zero kolesterol. Bermanfaat bagi kesehatan dan membantu mempertahankan fungsi saluran pencernaan. Diasweet Fiberwafer sangat mendukung Life Balancer, Individu yang sedang diet dan penderita diabetes. ",-,-
Diasweet Fiberwafer Rasa Vanilla 18 g,Diet,-," Biskuit wafer rasa vanilla yang bebas gula, tinggi serat, mengandung vitamin B2, B6, & , dan zero kolesterol. Bermanfaat bagi kesehatan dan membantu mempertahankan fungsi saluran pencernaan. Diasweet Fiberwafer sangat mendukung Life Balancer, Individu yang sedang diet dan penderita diabetes. ",-,-
HaloDiet: Weight Maintain Supplies,Saluran Pencernaan, Layanan rekomendasi suplemen kesehatan untuk membantu kerja sistem metabolisme tubuh sehingga dapat melancarkan dan membersihkan racun pada saluran cerna. , HaloDiet Weight Maintain supplies merupakan paket dengan formula berbahan serat alami yang membantu menjaga berat badan tubuh. Paket ini mengandung beberapa vitamin dan mineral. Fibrefirst membantu memenuhi kecukupan asupan serat harian. Merit body slimming sachet yang digunakan untuk membantu kesehatan saluran cerna. ," Fibrefirst: 1 kali sehari 1-2 sachet

Merit Body Slimming Sachet 21 Pil :1 kali sehari 3 pill "," Fibrefirst : Sebelum tidur. Lebih disarankan jam 10 malam.

Merit Body Slimming Sachet 21 Pil : sebelum makan "
Merit Body Slimming Sachet 21 Pil,Diet, MERIT BODY SLIMMING SACHET merupakan herbal yang digunakan untuk membantu mengurangi lemak tubuh. ," Digunakan secara tradisional untuk membantu mengurangi lemak tubuh, dan melancarkan BAB "," Sekali sehari @ 3 pill sebelum tidur malam bila diperlukan, boleh ditambah 3 pil diminum pagi hari. Untuk pemula, cukup minum 2 pil sekali sehari sebelum tidur malam. ", sebelum makan 
Mustika Ratu Slimming Gel 100 ml,Diet,-,-,-,-
Mustika Ratu Slimming Gel Plus Jahe 100 ml,Diet,-,-,-,-
Mustika Ratu Slimming Tea 15 Pieces,Diet,-," Membantu mengurangi lemak dan melangsingkan tubuh. Baik untuk pria, wanita dan remaja ", setiap hari 2 - 3 kali sehari sesudah makan  , Masukkan kantong jamu celup ke dalam cangkir yang berisi air mendidih Diminum setiap hari 2 - 3 kali sehari sesuadah makan Penggunaan produk ini harus disertai olahraga teratur dan diet rendah kalori dan rendah lemak 
Mustika Ratu Slimming Tea 30 Sachet,Diet,-," Membantu menurunkan berat badan, sebagai diuretic (melancarkan keluarnya air seni), penyegar badan, sebagai anti oksidan, serta dapat menambah sistem kekebalan tubuh. ",-,-
Mustika Ratu Slimming Tea Plus Sirsak 15 Sachet,Diet,-,-,-,-
