product_name,category,deskripsi,indikasi_umum,dosis,aturan_pakai
Ranitidine 150 mg 10 Tablet,Saluran Pencernaan," RANITIDINE  obat yang di gunakan untuk mengobati penyakit-penyakit yang di sebabkan oleh kelebihan produksi asam lambung, seperti sakit maag dan tukak lambung. Ranitidine termasuk golongan antagonis reseptor histamin H2 yang bekerja dengan cara menghambat secara kompetitif kerja reseptor histamin H2, yang sangat berperan dalam sekresi asam lambung. Penghambatan kerja reseptor H2 menyebabkan produksi asam lambung menurun baik dalam kondisi istirahat maupun adanya rangsangan oleh makanan, histamin, pentagastrin, kafein dan insulin. Obat ini digunakan untuk tukak lambung dan tukak duodenum, refluks esofagitis, dispepsia episodik kronis, tukak akibat AINS, tukak duodenum karena H.pylori, sindrom Zollinger-Ellison, kondisi lain dimana pengurangan asam lambung. Dalam penggunaan obat ini HARUS SESUAI PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS.  
Tukak lambung dan tukak duodenum, refluks esofagitis, dispepsia episodik kronis, tukak akibat AINS, tukak duodenum karena H.pylori, sindrom Zollinger-Ellison, kondisi lain dimana pengurangan asam lambung "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Ulserasi NSAID: 150 mg (1 tab) 2 kali sehari atau 300 mg (2 tab) sebelum tidur selama 8 minggu

Dispepsia: 150 mg (1 tab) dalam 2 dosis selama 6 minggu

Refluks gastro-esofagus: 150 mg (1 tab) 2 kali sehari atau 300 mg (2 tab) sebelum tidur selama 8-12 minggu

Ulkus duodenum (H.Pylori): 150 mg (1 tab) dalam 2 dosis terbagi atau 300 mg (2 tab) sebelum tidur diberikan dengan amoksisilin dan metronidazol selama 2 minggu.  

Ulkus lambung dan duodenum jinak:  
Dewasa dan anak > 12 tahun: 150 mg (1 tab) 2 kali sehari atau 300 mg (2 tab) sebelum tidur selama 4 minggu
Anak 3-11 tahun: 4-8 mg/kg setiap hari dalam 2 dosis terbagi maks.300 mg selama 4-8 minggu "," dikonsumsi bersama atau setelah makanan. Telan utuh, jangan dikunyah "
Buscopan 10 mg 10 Tablet,Saluran Pencernaan," BUSCOPAN merupakan obat dengan kandungan Hyoscine-N-butylbromide dalam bentuk tablet salut gula. Obat ini digunakan untuk spasme traktus gstrointestinal. spasme dan diskinesia sistem bilier, spasme traktus genito-urinarius. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Gangguan spastik pada saluran cerna, saluran empedu, saluran kemih dan saluran genital wanita "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
4 kali sehari 1-2 tablet ", Sebelum atau sesudah makan 
Ranivel 75mg/5 ml Sirup 60 ml,Saluran Pencernaan," RANIVEL SIRUP merupakan obat yang digunakan untuk mengobati penyakit-penyakit yang disebabkan oleh kelebihan produksi asam lambung, seperti sakit maag dan tukak lambung. Ranivel mengandung ranitidine yang bekerja dengan cara menghambat secara kompetitif kerja reseptor histamin H2, yang sangat berperan dalam sekresi asam lambung. Penghambatan kerja reseptor H2 menyebabkan produksi asam lambung menurun baik dalam kondisi istirahat maupun adanya rangsangan oleh makanan, histamin, pentagastrin, kafein dan insulin. Obat ini digunakan untuk tukak lambung dan tukak duodenum, refluks esofagitis, dispepsia episodik kronis, tukak akibat AINS, tukak duodenum karena H.pylori, sindrom Zollinger-Ellison, kondisi lain dimana pengurangan asam lambung. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS.  
Tukak lambung dan tukak duodenum, refluks esofagitis, dispepsia episodik kronis, tukak akibat AINS, tukak duodenum karena H.pylori, sindrom Zollinger-Ellison, kondisi lain dimana pengurangan asam lambung "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 
Ulserasi NSAID: 10 ml sirup diberikan 2 kali dalam sehari (pagi dan malam), atau 20 ml diberikan sekali sehari sesudah makan malam atau sebelum tidur, selama 8 minggu.  

Dispepsia: 5 ml sirup diberikan 2 kali dalam sehari (pagi dan malam) diberikan hingga 6 minggu. 

Refluks gastro-esofagus: 10 ml sirup diberikan 2 kali dalam sehari (pagi dan malam), atau 20 ml diberikan sekali sehari sesudah makan malam atau sebelum tidur, selama 8-12 minggu.  

Ulkus duodenum (H.Pylori): 10 ml sirup diberikan 2 kali diberikan dengan amoksisilin dan metronidazol selama 2 minggu.  

Ulkus lambung dan duodenum jinak:  
Dewasa dan anak > 12 tahun: 10 ml sirup diberikan 2 kali dalam sehari (pagi dan malam), atau 20 ml diberikan sekali sehari sesudah makan malam atau sebelum tidur, selama 4 minggu.  
Anak 3-11 tahun: 4-8 mg/kg setiap hari dalam 2 dosis terbagi maks.300 mg selama 4-8 minggu ", Sebelum atau sesudah makan 
Primperan 10 mg 10 Tablet,Saluran Pencernaan," PRIMPERAN 10 MG TABLET merupakan obat yang mengandung Metoclopramide 10 mg. Metoclopramide digunakan untuk meredakan mual dan muntah yang disebabkan oleh induksi kemoterapi, radiasi, paska operasi, morning sickness, dan refluks esofagitis. Obat ini juga dapat digunakan oleh pasien diabetik yang mengalami gastroparesis (kesulitan mengosongkan lambung). Metoclopramide bekerja dengan cara menghambat stimulus otot polos kolinergik yang akan meningkatkan gerak peristaltik esofagus, meningkatkan tekanan pada otot spingter esofagus bagian bawah dan meningkatkan pengosongan lambung, namun obat ini tidak menimbulkan efek pada usus halus dan usus besar serta tidak menimbulkan peningkatan pada fungsi sekresi saluran cerna. Obat ini juga memblok reseptor D2 dopamine di CTZ (chemoreceptor trigger zone) di medula yang mencetuskan gejala mual dan muntah sehingga menimbulkan efek antimual dan antimuntah. Penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS.  
Meredakan mual dan muntah yang disebabkan oleh induksi kemoterapi, radiasi, paska operasi, morning sickness, dan refluks esofagitis. Obat ini juga dapat digunakan oleh pasien diabetik yang mengalami gastroparesis (kesulitan mengosongkan lambung). "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.  
Dewasa : 10 mg, 3 kali per hari.  
Anak 5-15 tahun : 0.5 mg/kg berat badan/hari dalam dosis terbagi. ", Harus diminum dalam keadaam perut kosong (30 menit sebelum makan). 
Inpepsa Sirup 200 ml,Saluran Pencernaan," INPEPSA SIRUP merupakan obat dengan kandungan Sucralfate dalam bentuk sirup. Obat ini digunakan untuk pengobatan jangka pendek dan jangka panjang pada tukak lambung dan usus, gastritis kronik. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Sakit maag, Tukak Usus halus, Tukak Lambung, Gastritis kronis "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
Dewasa : 4 x sehari 2 sendok teh/sendok takar 5 cc ", Saat perut kosong : 1 jam sebelum makan atau 2 jam sesudah makan dan menjelang tidur malam 
Zinkid Sirup 10mg/5ml 100ml,Saluran Pencernaan," ZINKID SIRUP mengandung Zink Sulfate, merupakan pelengkap pada pengobatan diare pada anak-anak, digunakan bersama oralit. "," Pelengkap untuk pengobatan diare pada anak-anak dibawah 5 tahun, diberikan bersama larutan oralit. "," Bayi 2-6 bulan : 5 ml diberikan setiap hari selama 10 hari berturut-turut (bahkan ketika diare telah berhenti). 
 Anak 6 bulan-5 tahun : 10 ml diberikan setiap hari selama 10 hari berturut-turut (bahkan ketika diare telah berhenti). 
 Jika terjadi muntah dalam waktu setengah jam setelah pemberian obat, berikan lagi obat yang masih baru. ", Sesudah makan 
Ondansetron 4 mg 6 Tablet,Saluran Pencernaan, ONDANSETRON 4 MG TABLET merupakan obat antiemetik yang digunakan untuk meredakan mual dan muntah akibat kemoterapi serta pencegahan mual dan muntah paska operasi. Ondansetron bekerja sebagai antagonis reseptor 5-HT3 yang memblok serotonin pada Chemoreceptor Trigger Zone (CTZ). Pemblokan ini menyebabkan efek antiemetik (anti mual dan muntah). Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. ," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS.  
Penatalaksanaan mual dan muntah karena kemoterapi dan radioterapi, mual dan muntah paska operasi "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.  
Pencegahan mual muntah paska operasi  
Dewasa dan anak >17 tahun:  Awal 8 mg per oral 1-2 jam sebelum anestesi, dilanjutkan dengan 8 mg setelah 8-12 jam.  
Anak 4-11 tahun: 4 mg 30 menit sebelum kemoterapi. Ulangi dosis setelah 4 dan 8 jam dari dosis awal

Mual muntah paska operasi: 16 mg dosis tunggal 1 jam sebelum anestesi.  

Mual dan muntah yang diinduksi terapi radiasi: 8 mg per oral 1-2 jam sebelum radioterapi ", Obat ini bisa dikonsumsi dengan atau tanpa makanan.  
Oralit 200 4.1 g 10 Sachet - Hemat Borongan,Saluran Pencernaan," ORALIT SACHET merupakan obat dengan kandungan Natrium klorida, Kalium klorida, Trisodium sitrat dihidrat, Glukosa anhidrat dalam bentuk serbuk. Obat ini digunakan untuk mencegah dan mengobati kurang cairan (dehidrasi) akibat diare dan muntah.
 ", Obat ini digunakan untuk mencegah dan mengobati dehidrasi akibat diare dan muntah. ," Dibawah 1 tahun : 3 jam pertama 1.5 gelas, selanjutnya 1/2 gelas tiap kali mencret. Anak 1 - 5 tahun: 3 jam pertama 3 gelas, selanjutnya 1 gelas tiap kali mencret. Anak 5 - 12 tahun : 3 jam pertama 6 gelas, selanjutnya 1.5 gelas tiap kali mencret. Anak lebih dari 12 tahun : 3 jam pertama 12 gelas, selanjutnya 2 gelas tiap kali mencret.
 "," Dilarutkan dengan air matang. Larutan ini tidak dapat digunakan apabila lebih dari 24 jam. Jika terjadi muntah hentikan sementara, 2 sampai 5 menit, berikan oralit dengan sendok sedikit demi sedikit.
 "
Antasida Doen 10 Tablet,Saluran Pencernaan," ANTASIDA DOEN merupakan obat sakit maag dengan kandungan Alumunium Hydroxide dan Magnesium Hydroxide. Kombinasi Alumunium Hydroxide dan Magnesium Hydroxide bekerja menetralkan asam lambung dan menginaktifkan pepsin, sehingga dapat digunakan untuk mengurangi gejala yang berhubungan dengan kelebihan asam lambung, nyeri ulu hati akibat iritasi oleh asam lambung, kembung dan perasaan penuh pada lambung. ", Obat sakit maag untuk mengurangi nyeri lambung yang disebabkan oleh kelebihan asam lambung dengan gejala seperti mual dan perih ," Dewasa : 1-2 tablet, 3-4 kali per hari. 
Anak (6-12 tahun) : 0.5-1 tablet, 3-4 kali per hari. ", Sebaiknya diberikan pada saat perut kosong: Berikan 1-2 jam setelah makan dan sebelum tidur. Kunyah tablet degan baik sebelum ditelan. 
Spasminal 10 Tablet,Saluran Pencernaan," SPASMINAL merupakan obat untuk mengobati nyeri yang timbul pada keadaan kolik. Spasminal mengandung Hyoscine-N-Butylbromide dan Paracetamol. Paracetamol bekerja sebagai obat analgetik yang berfungsi untuk menghilangkan nyeri, sedangkan Hyoscine-N-Butylbromide bekerja sebagai obat spasmolitik yang secara langsung merelaksasikan otot polos. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. "," INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. 
Kolik Abdomen (sakit kram perut yang kadang disebabkan bakteri, radang pada usus, radang pankreas, dan usus buntu) "," PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.
3 kali sehari satu tablet. Maksimal 4 tablet. ", Sesudah/sebelum makan 
Mylanta Sirup 50 ml,Saluran Pencernaan," MYLANTA SIRUP 50 ML merupakan obat dengan kandungan Aluminium hidroksida kering, Magnesium Hidroksida, dan Simetikon dalam bentuk sirup. Obat ini digunakan untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari, dengan gejala-gejala seperti mual, nyeri lambung, nyeri ulu hati. Kombinasi Aluminium hidroksida dan Magnesium hidroksida merupakan antasida yang bekerja menetralkan asam lambung dan menginaktifkan pepsin, sehingga rada nyeri ulu hati akibat iritasi oleh asam lambung dan pepsin berkurang. Disamping itu, efek laksatif dan Magnesium hidroksida akan mengurangi efek konstipasi dari Aluminium Hidroksida. "," Obat ini digunakan untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari, dengan gejala-gejala seperti mual, nyeri lambung, nyeri ulu hati. "," Dewasa : 1-2 sendok takar (5-10 mL) 3-4 kali sehari.
 Anak-anak (6 - 12 tahun) : 1/2 - 1 sendok takar (2.5 - 5 mL), sebanyak 3-4 kali sehari. ", Dikonsumsi 1 jam sebelum makan atau 2 jam sesudah makan dan menjelang tidur. 
Promag 10 Tablet,Saluran Pencernaan," PROMAG merupakan obat dengan kandungan Hydrotalcite, Mg(OH)2, Simethicone dalam bentuk tablet. Obat ini digunakan untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari. Gejala seperti mual, nyeri lambung, nyeri ulu hati, kembung dan perasaan penuh pada lambung. ", Mengatasi gejala sakit maag. ," Dewasa : 3-4 kali sehari 1-2 tablet. 
Anak-anak 6 - 12 tahun : 3 - 4 kali sehari 0.5 - 1 tablet. ", Dianjurkan untuk meminum obat ini segera pada saat timbul gejala dan dilanjutkan 1-2 jam sebelum makan atau sesudah makan dan sebelum tidur. 
